image,label
1.544099fae290ce3e658a165d43151f9c.jpg,0
2.ribbed-metal-siding-texture-gray.jpg,0
3.88787425-the-background-texture-of-gray-metal-siding-to-finish-the-outside.jpg,0
4.background-texture-of-gray-metal-siding-stock-photograph_csp51797393.jpg,0
6.101727448-background-texture-of-clean-wavy-corrugated-vertical-metal-siding-.jpg,0
7.brown-metal-plate-siding-seamless-260nw-1155875365.jpg,0
8.volodymyrshtun89180800314.jpg,0
9.MetalPlatesDirty0155_2_270.jpg,0
10.sheet-cladding-texture-38304335.jpg,0
11.videowokart120800005.jpg,0
12.7686f46fd8d50a3b7e42eff974dd1f04.jpg,0
13.depositphotos_196224224-stock-photo-background-texture-clean-wavy-corrugated.jpg,0
15.metal_base_0023_01_preview.jpg,0
16.71166297-gray-metal-siding-close-up-with-vertical-lines-for-background.jpg,0
17.qjsoa5f6k5z0tumyop4on9wkix5rlo1bjfut8as6wiikpdavxlalabfq55f9m0cb-.jpg,0
18.ribbed-metal-siding-texture-green.jpg,0
19.white-corrugated-metal-texture-surface-260nw-234354139.jpg,0
21.MetalPlatesNew0028_1_270.jpg,0
22.500_F_76557580_w4ArCFpMdeXuIWo1hSJC6nRevjI5fGoS.jpg,0
23.sheet-metal-fence-texture-siding-surface-galvanized-steel-industrial-building-wall-made-flat-background-photo-147944454.jpg,0
24.0018-aluminium-metal-facade-cladding-texture-seamless.jpg,0
25.e98b4cbfd64fff77f0a6d09b8029cf73.jpg,0
26.metal_base_0022_01_preview.jpg,0
27.background-texture-of-gray-metal-siding-to-finish-the-outside-R620R0.jpg,0
28.Metal-Siding-Texture-Seamless-30-Seamless-Texture-Designs.jpg,0
29.black-metal-plate-wall-seamless-260nw-1372791014.jpg,0
30.siding-traditional-lap.jpg,0
31.0198-metal-brick-facade-cladding-texture-seamless-hr.jpg,0
32.Metal_siding_texture.jpg,0
33.0a5554175a9867918d6bb7384f21c8cf.jpg,0
34.texture-background-green-metal-siding-to-stock-image_csp53194964.jpg,0
35.9680930_orig.jpg,0
36.73507069-texture-of-white-and-brown-metal-siding-close.jpg,0
37.depositphotos_177196096-stock-photo-texture-background-green-metal-siding.jpg,0
38.MetalPlatesRusted0208_4_350.jpg,0
39.background-texture-white-corrugated-metal-260nw-637515766.jpg,0
40.blue-metal-siding-wall-texture-background-ENEFYT.jpg,0
41.metal_base_0010_01_preview.jpg,0
42.ribbed-metal-siding-texture-red-300x225.jpg,0
43.brown-metal-plate-siding-seamless-stock-image__k59985543.jpg,0
44.9870515_stock-photo-siding-metal-vertical-panels-texture-closeup.jpg,0
45.500_F_184713985_tRsvXlYGPBqnf9OnlX5stvpHczVGkxDT.jpg,0
46.texture_302a_corten_steel_cladding_620d1_product_preview.jpg,0
47.0058-white-painted-corrugated-metal-texture-seamless.jpg,0
48.metalsidinglightgrey.jpg,0
49.Burnished%20Slate%20Rawhide.jpg,0
50.s-l300.jpg,0
51.metal-siding-vertical-lines-natural-background-use-as-texture-element-76956763.jpg,0
52.68231062-siding-metal-panels-texture-closeup-in-the-daytime-outdoors-metal-wall-or-fence-embossed-metal-sheet.jpg,0
53.texture-of-metal-siding-stock-photos_csp50266035.jpg,0
54.146675126.jpg,0
55.metal-sheet-siding-free-art-print-of-metal-panels-texture-siding-metal-panels-texture-closeup-in-the-daytime-outdoors-metal-wall-or-fence-embossed-metal-sheets-sheet-metal-siding-near-me-sheet-metal-s.jpg,0
56.llhkelncbucjjhw4j0tz9c80ufgh6ejuaqz0inuxiowqvjdkjz8xslvdc2ew5ewx-.jpg,0
57.metal-siding-with-vertical-lines.jpg,0
58.O1CN011ZagEpqNcQNEBZj_!!6000000003211-0-tbvideo.jpg,0
59.metal_base_0090_02_preview.jpg,0
60.metal-siding-texture-725x544.jpg,0
61.MetalPlatesDirty0098_1_240.jpg,0
62.siding-metal-panels-texture-closeup-935513.jpg,0
63.texture-sheet-metal-1164573.jpg,0
64.3c1716_a86b91ce6a0c482f9857d269c5eb5d2a~mv2.webp,0
65.reflenny-metal-stock-image-2327885.jpg,0
66.metal_siding_texture_stock_by_sabrinafranek_dblf1rj-fullview.jpg,0
67.Corrugated-metal-siding-texture.jpg,0
68.corrugated-sheet-metal-old-corrugated-sheet-metal-seamless-texture-corrugated-sheet-metal-roofing-machine-corrugated-sheet-metal-siding.jpg,0
69.0084-aluminium-metal-facade-cladding-texture-seamless-hr.jpg,0
70.3036.jpg,0
71.metal-textures.jpg,0
72.500_F_196461162_QWOUyRCMR39WOMJ7HENZ1ecQIRJWmnl3.jpg,0
73.corrugated-metal-siding.jpg,0
74.white-corrugated-metal-texture-surface-260nw-655283749.jpg,0
75.textured-wood-siding-vinyl-siding-rolled-metal-siding-with-black-wood-siding.jpg,0
76.metal-siding-vertical-lines-natural-background-use-as-texture-element-76956658.jpg,0
77.corrugated-metal-siding-picture_csp11689176.jpg,0
78.metal-siding-black-walnut-600x400.jpg,0
79.texture-of-aluminum-metal-texture-background-where-to-buy-textured-aluminum-sheet-8-textured-aluminum-siding.jpg,0
80.siding-prism.jpg,0
81.b181b100350d9691127f546c3afd6096.jpg,0
82.metal-wall-panels-decorating-textured-surprising.jpg,0
83.the-texture-of-the-wall-is-made-of-metal-coating-of-huge-aluminum-plates-of-relief-shape-with-horizontal-notches-a-variety-of-metal-siding-close-up-MW8GBB.jpg,0
84.depositphotos_234755708-stock-photo-metal-plate-siding-seamless-surface.jpg,0
85.35858180-blue-metal-siding-wall-texture-background.jpg,0
86.metal-siding-wall-with-air-conditioning-stock-photograph__k44105716.jpg,0
88.metal_base_0042_01_preview.jpg,0
89.metal-pannel-warranted-clad-panels-metal-panel-texture-seamless-metal-wall-cladding-profiles.jpg,0
90.stock-photo-striped-pattern-wall-metal-steel-abstract-texture-iron-siding-678765b8-411c-46a0-b688-199dce4a5bf1.jpg,0
91.torsakarin140600842.jpg,0
92.182427058.jpg,0
93.texture_308_zinc_panel_cladding_620d3_product_preview.JPG,0
94.Snapshot_039.jpg,0
2.118449431-texture-seamless-texture-cladding-stone-wall.jpg,1
3.110185235-stone-wall-cladding-made-of-horizontal-gray-shades-strips-of-rock-background-and-texture.jpg,1
4.long-facing-brickss-.jpg,1
5.f330b61b2549b9190d2d2d424303b6ad.jpg,1
6.6f9b4c3929db3e8043784515ccb27ee2.jpg,1
8.exterior-stone-wall-cladding-engineered-stone-wall-cladding-panel-concrete-exterior-stone-look-exterior-stone-wall-cladding-panels-exterior-wall-stone-cladding-texture.jpg,1
9.b8f34f777fddc7541bf78995c4130975.jpg,1
10.pieces-stone-wall-background-texture-260nw-444269008.jpg,1
11.stone-cladding-stone-033-3d-model-low-poly-max-obj-mtl-fbx-mat.jpg,1
13.0076-stone-cladding-internal-walls-texture-seamless.jpg,1
14.bb355b22d58214ed9738cf04c15f0b40.jpg,1
15.Seamless-Stone-Cladding-Texture-5.jpg,1
16.flagstone-retaining-wall-rough-stone-wall-.jpg,1
18.137039_header.jpg,1
19.stone-cladding-wall-texture-carbon-260nw-776733184.jpg,1
20.15_seamless_stone_cladding_textures_3d_model_c4d_max_obj_fbx_ma_lwo_3ds_3dm_stl_1908974_o.jpg,1
21.Wall-cladding-stone-texture-seamless-07817.jpg,1
22.84946385-stone-cladding-texture-facade-stone-wall-texture-antique-castle-architecture-.jpg,1
23.a5af48d0cf3db69a89b57d851b42aadc.jpg,1
24.stone-cladding-500x500.jpeg,1
26.cladding-1030x639.jpg,1
27.f818dbddc523bf1f50e03eafbc8fdec9.jpg,1
28.stone_texture_012_stacked_slate_620d1_product_preview.JPG,1
29.stone-cladding-texture-set-vector-3561903.jpg,1
30.Seamless-Stone-Cladding-Texture-6.jpg,1
31.wall-texture-stone-cladding-260nw-1112889068.jpg,1
32.75614815-wall-cladding-with-a-crushed-stone-texture-.jpg,1
33.red-stone-cladding-texture-stock-photos_csp22591637.jpg,1
34.745702b0ad706f3996ab75be70742672.jpg,1
35.stone-cladding-texture-set-vector-3561904.jpg,1
37.0269-wall-cladding-stone-mixed-size-seamless.jpg,1
38.stone-cladding-stone-019-3d-model-low-poly-max-obj-mtl-fbx-mat.jpg,1
39.nxdt1weloox02vowytbp0pvbpxkayv4ofco9cq6x07wijjojkrhte30rnmmkitwv-.jpg,1
40.8a322ba6a214c014a1b6b3a8ca2cf371.jpg,1
42.stone_texture_046_stacked_granite_cladding_620w_product_preview.JPG,1
43.0114-interior-stone-wall-cladding-texture-seamless-hr-displacement.jpg,1
44.0baba23c205135b0021bbfc99591db1b.jpg,1
45.500_F_270432910_iFcc59bRdrLsrC8VhP03iDH8XdVci6xH.jpg,1
46.15-Seamless-Stone-Cladding-Textures-by-sanches812-3-580x388.jpg,1
47.waatqa3xgn4umo2oghmy8l5vecvc84jn41e9x9ynmtmv75sadivdzwendylh9br4-.jpg,1
48.stone-cladding-stone-031-3d-model-low-poly-max-obj-mtl-fbx-mat.jpg,1
50.diy006_stone_texture_drystone_wall_cladding_620_product_preview.JPG,1
51.geometric-shapes-surface-background-masonry-stone-cladding-wall-texture-RT3YE5.jpg,1
52.500_F_265055676_lk9fkcjORlR3rkcG6tqpmhtcF6V3kzaM.jpg,1
54.wall-stone-cladding-tiles-500x500.jpg,1
56.masonry-stone-cladding-wall-texture-geometric-shapes-surface-background-RT3YK9.jpg,1
57.stone-cladding-stone-030-3d-model-low-poly-max-obj-mtl-fbx-mat.jpg,1
59.background-stone-wall-cladding-texture-brown-stone-bricks_92056-335.jpg,1
60.interior-stone-wall-texture-modern-exterior-wall-tiles-texture-interior-wall-stone-cladding-texture-kids-room-wall-decor.jpg,1
